age,ratings,weather,traffic,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,city_type,time_taken,is_weekend,pickup_time_minutes,order_time_of_day,distance,distance_type
25.0,4.8,windy,jam,1,drinks,motorcycle,0.0,no,urban,18,1,15.0,evening,13.830084721845328,long
27.0,4.2,stormy,low,0,drinks,motorcycle,1.0,no,urban,16,0,5.0,morning,1.5125847685793798,short
20.0,4.9,windy,jam,1,snack,scooter,0.0,no,urban,26,1,15.0,night,20.253584375809147,very_long
30.0,4.8,cloudy,low,1,drinks,scooter,1.0,no,metropolitian,15,0,5.0,night,9.19295116708344,medium
26.0,4.0,cloudy,jam,1,drinks,motorcycle,3.0,no,urban,43,0,10.0,night,20.851771383105145,very_long
30.0,4.7,sandstorms,medium,2,drinks,electric_scooter,1.0,no,metropolitian,34,0,5.0,evening,7.546670729116101,medium
31.0,3.5,fog,low,1,snack,scooter,1.0,no,urban,39,0,5.0,night,10.429850454296805,long
29.0,4.5,cloudy,low,1,meal,scooter,0.0,,metropolitian,10,1,10.0,night,4.610598033486228,short
30.0,4.9,sunny,jam,0,meal,motorcycle,1.0,no,metropolitian,33,0,10.0,night,20.206315811338555,very_long
33.0,4.1,sandstorms,jam,1,snack,scooter,1.0,no,metropolitian,31,0,5.0,evening,9.220373067021216,medium
28.0,4.9,stormy,medium,1,snack,scooter,0.0,no,metropolitian,21,0,10.0,evening,4.681649260143025,short
20.0,4.7,cloudy,jam,2,snack,electric_scooter,1.0,no,metropolitian,39,0,5.0,evening,10.867352908691128,long
28.0,4.2,cloudy,jam,2,meal,scooter,1.0,no,metropolitian,33,1,10.0,evening,7.763161028493024,medium
37.0,4.2,windy,jam,2,drinks,electric_scooter,1.0,no,urban,32,0,10.0,evening,9.313017158714828,medium
,,windy,low,2,drinks,scooter,0.0,no,urban,17,1,10.0,morning,2.9797958851316784,short
39.0,4.5,windy,low,1,buffet,motorcycle,0.0,no,metropolitian,21,0,15.0,morning,,
25.0,4.1,windy,low,0,snack,motorcycle,1.0,no,urban,19,0,10.0,night,8.93778311563518,medium
39.0,4.7,stormy,jam,2,snack,scooter,1.0,no,metropolitian,26,0,15.0,night,19.688394563498186,very_long
30.0,4.8,sunny,high,2,meal,scooter,1.0,no,metropolitian,21,1,10.0,afternoon,6.176431857672642,medium
30.0,4.5,stormy,jam,1,drinks,scooter,1.0,no,metropolitian,30,1,5.0,evening,12.41960204102968,long
39.0,4.4,sandstorms,jam,1,drinks,scooter,0.0,no,metropolitian,35,0,5.0,evening,13.680987399157162,long
34.0,4.4,sandstorms,jam,0,meal,motorcycle,1.0,no,urban,43,1,15.0,night,13.789485363023294,long
23.0,4.7,fog,medium,1,buffet,motorcycle,1.0,no,metropolitian,25,1,5.0,evening,10.906432552887628,long
32.0,4.6,windy,jam,2,snack,motorcycle,1.0,no,metropolitian,27,0,5.0,night,16.903050893204163,very_long
34.0,4.7,sandstorms,high,2,buffet,scooter,1.0,no,metropolitian,28,0,5.0,morning,6.04999326769204,medium
25.0,4.9,sunny,medium,0,buffet,motorcycle,0.0,no,metropolitian,20,0,15.0,evening,9.087937068015972,medium
35.0,5.0,sandstorms,low,0,buffet,motorcycle,0.0,no,metropolitian,20,0,10.0,night,17.097925435353915,very_long
35.0,4.8,windy,low,2,buffet,electric_scooter,0.0,no,urban,24,1,15.0,night,12.10775059211474,long
34.0,3.8,fog,low,2,meal,scooter,1.0,no,metropolitian,39,0,15.0,night,12.1610162189127,long
26.0,4.6,sandstorms,jam,2,meal,electric_scooter,0.0,no,urban,15,0,5.0,night,10.569514785453704,long
34.0,3.5,fog,low,1,buffet,scooter,1.0,no,metropolitian,33,0,5.0,night,13.97317756157655,long
20.0,4.8,sandstorms,medium,1,meal,scooter,1.0,no,metropolitian,27,0,10.0,evening,12.255817809722814,long
33.0,4.8,fog,low,0,drinks,motorcycle,1.0,no,metropolitian,44,0,5.0,night,10.60241776436208,long
34.0,5.0,fog,jam,1,snack,motorcycle,1.0,no,metropolitian,27,0,10.0,evening,8.79025588198452,medium
32.0,4.9,fog,jam,2,meal,electric_scooter,1.0,yes,metropolitian,42,0,15.0,evening,12.463962426993913,long
21.0,2.5,sunny,low,2,meal,scooter,1.0,no,metropolitian,42,0,10.0,night,10.587732954177069,long
36.0,4.8,fog,low,2,buffet,scooter,1.0,no,metropolitian,27,0,10.0,night,12.23475004893086,long
24.0,5.0,sunny,low,1,drinks,motorcycle,0.0,no,metropolitian,21,1,15.0,morning,1.55255331684981,short
30.0,4.3,fog,low,0,snack,motorcycle,1.0,no,urban,41,1,5.0,night,,
28.0,4.7,sunny,jam,0,buffet,motorcycle,1.0,no,metropolitian,25,0,10.0,night,12.116939023592712,long
21.0,4.0,sandstorms,low,0,snack,motorcycle,1.0,no,metropolitian,22,0,15.0,morning,1.5527001159059903,short
34.0,5.0,cloudy,low,1,buffet,scooter,1.0,no,urban,16,1,5.0,morning,,
37.0,4.2,windy,medium,2,meal,electric_scooter,1.0,no,metropolitian,38,0,15.0,afternoon,10.924100022195042,long
37.0,4.8,windy,jam,1,buffet,motorcycle,1.0,no,metropolitian,30,0,10.0,evening,12.293207925868511,long
27.0,4.7,sunny,medium,1,drinks,scooter,1.0,no,metropolitian,15,0,5.0,evening,,
39.0,4.3,cloudy,high,1,buffet,scooter,1.0,no,metropolitian,31,1,5.0,morning,3.0645104714747093,short
36.0,4.6,sunny,jam,0,drinks,motorcycle,0.0,no,urban,21,0,5.0,night,4.544230975252655,short
20.0,5.0,fog,jam,2,meal,motorcycle,1.0,no,metropolitian,32,0,5.0,evening,12.292622739442963,long
21.0,4.2,fog,medium,1,snack,motorcycle,1.0,no,metropolitian,31,0,15.0,evening,20.85227883430363,very_long
32.0,5.0,cloudy,low,1,drinks,motorcycle,1.0,no,metropolitian,25,0,5.0,night,16.600975700594585,very_long
32.0,4.8,sandstorms,jam,0,buffet,motorcycle,1.0,no,metropolitian,33,0,15.0,evening,7.549967178616325,medium
37.0,4.9,fog,low,1,buffet,motorcycle,1.0,no,metropolitian,26,0,10.0,night,16.78719178180431,very_long
37.0,3.5,stormy,medium,1,snack,motorcycle,1.0,no,metropolitian,35,0,15.0,evening,12.417487520918897,long
28.0,4.9,sunny,low,0,buffet,motorcycle,1.0,no,metropolitian,28,0,5.0,night,10.868240116750805,long
20.0,4.7,stormy,medium,2,buffet,electric_scooter,1.0,no,metropolitian,28,0,15.0,afternoon,6.217860689144307,medium
30.0,4.4,stormy,jam,1,meal,scooter,2.0,no,metropolitian,40,1,5.0,evening,16.853347148215086,very_long
21.0,4.7,fog,low,0,snack,motorcycle,1.0,no,,20,1,5.0,night,10.587732954177069,long
37.0,4.9,sunny,jam,1,snack,motorcycle,0.0,no,metropolitian,19,0,15.0,evening,16.720678992752937,very_long
26.0,4.1,stormy,low,0,meal,motorcycle,0.0,no,metropolitian,16,0,15.0,night,7.790439155314363,medium
31.0,4.9,windy,low,1,buffet,motorcycle,1.0,no,metropolitian,23,0,5.0,morning,1.5580739318105787,short
30.0,4.6,fog,low,1,meal,scooter,1.0,no,metropolitian,18,0,10.0,night,4.6576255671472415,short
23.0,4.8,windy,low,1,meal,motorcycle,0.0,no,metropolitian,18,1,15.0,morning,1.509479521227172,short
34.0,4.6,stormy,jam,2,buffet,motorcycle,1.0,no,metropolitian,27,1,5.0,evening,11.923472540743209,long
28.0,4.5,cloudy,medium,0,buffet,motorcycle,0.0,no,metropolitian,22,0,10.0,afternoon,4.4941214368931,short
39.0,4.8,windy,medium,1,buffet,motorcycle,1.0,no,metropolitian,25,1,10.0,evening,10.865882927764757,long
20.0,4.4,stormy,low,0,snack,motorcycle,0.0,no,metropolitian,20,0,10.0,morning,1.5126021292430176,short
34.0,4.8,sunny,jam,1,drinks,scooter,0.0,no,metropolitian,22,1,15.0,evening,9.314907489514155,medium
22.0,5.0,sandstorms,low,1,meal,motorcycle,0.0,no,urban,12,1,5.0,night,20.969489380087342,very_long
28.0,4.5,sunny,high,0,snack,motorcycle,1.0,no,metropolitian,50,0,10.0,afternoon,6.0811084845161325,medium
39.0,5.0,stormy,jam,2,meal,scooter,1.0,no,metropolitian,30,0,15.0,evening,10.867421265092352,long
20.0,4.7,fog,low,2,drinks,electric_scooter,1.0,no,,17,0,15.0,night,9.178296996538572,medium
35.0,4.7,sandstorms,medium,1,meal,motorcycle,1.0,no,metropolitian,26,1,5.0,afternoon,9.12201685083382,medium
33.0,3.6,sandstorms,jam,1,buffet,scooter,1.0,no,metropolitian,31,1,15.0,evening,,
27.0,4.3,windy,high,0,drinks,motorcycle,0.0,no,urban,31,1,5.0,morning,1.5204186010643506,short
33.0,3.6,stormy,medium,1,snack,scooter,2.0,no,urban,37,1,10.0,evening,16.636744591831217,very_long
35.0,5.0,sandstorms,high,0,snack,motorcycle,2.0,no,metropolitian,49,0,15.0,morning,6.051108888205775,medium
27.0,4.9,windy,medium,0,drinks,motorcycle,1.0,no,metropolitian,19,0,5.0,evening,9.07434222926449,medium
20.0,4.9,sunny,jam,1,buffet,scooter,0.0,no,metropolitian,10,0,15.0,night,14.02175080337712,long
21.0,4.5,cloudy,jam,0,snack,motorcycle,2.0,yes,semi-urban,47,0,5.0,evening,16.636808584025776,very_long
30.0,4.7,stormy,low,0,drinks,motorcycle,1.0,no,urban,21,0,10.0,night,17.164824725882017,very_long
28.0,4.1,fog,jam,2,snack,electric_scooter,1.0,no,metropolitian,39,0,15.0,evening,,
30.0,4.8,stormy,low,1,buffet,motorcycle,1.0,no,metropolitian,27,0,15.0,night,16.72115728076054,very_long
36.0,4.8,fog,medium,2,buffet,electric_scooter,1.0,no,metropolitian,18,0,10.0,afternoon,4.540565975649032,short
25.0,4.5,stormy,jam,0,drinks,motorcycle,1.0,no,metropolitian,26,1,15.0,evening,7.790156595702848,medium
,,stormy,low,0,buffet,motorcycle,0.0,no,metropolitian,28,0,,,13.735728555005934,long
39.0,4.3,windy,medium,2,buffet,scooter,0.0,no,metropolitian,32,0,5.0,evening,13.788581570141362,long
25.0,4.6,sandstorms,jam,1,meal,scooter,1.0,no,metropolitian,29,1,5.0,evening,13.97214132886697,long
22.0,4.3,windy,high,0,drinks,motorcycle,1.0,no,metropolitian,38,0,15.0,morning,,
38.0,4.9,cloudy,low,0,meal,motorcycle,1.0,no,metropolitian,44,0,5.0,night,16.635518179509837,very_long
24.0,4.8,fog,medium,0,snack,motorcycle,,no,metropolitian,37,1,5.0,evening,19.760743726313585,very_long
27.0,4.9,cloudy,medium,1,drinks,scooter,1.0,no,urban,11,1,5.0,afternoon,6.14707622035735,medium
24.0,4.8,cloudy,low,2,snack,scooter,1.0,no,urban,21,1,10.0,night,,
27.0,4.7,windy,medium,0,meal,motorcycle,1.0,no,urban,29,0,15.0,afternoon,6.054757424280905,medium
27.0,4.9,sandstorms,medium,2,buffet,scooter,1.0,no,metropolitian,26,0,15.0,afternoon,6.209259882041872,medium
24.0,4.6,fog,low,1,meal,motorcycle,1.0,no,,25,1,5.0,night,10.587023705098993,long
29.0,4.9,sandstorms,medium,2,snack,scooter,1.0,no,metropolitian,24,0,10.0,evening,11.93681625405002,long
37.0,4.8,cloudy,jam,1,buffet,scooter,1.0,yes,metropolitian,49,0,5.0,night,16.827472773146095,very_long
30.0,4.5,sandstorms,low,0,snack,motorcycle,1.0,no,urban,20,0,5.0,night,10.709003371535417,long
30.0,4.6,windy,high,1,meal,scooter,1.0,no,metropolitian,32,0,10.0,afternoon,5.959018323622379,medium
31.0,4.0,windy,high,1,meal,motorcycle,1.0,no,metropolitian,31,0,10.0,morning,1.532229188735096,short
36.0,4.8,sandstorms,low,1,buffet,motorcycle,1.0,no,metropolitian,22,1,15.0,morning,1.560671234748265,short
29.0,4.7,sandstorms,low,1,buffet,scooter,0.0,no,metropolitian,11,0,5.0,morning,1.513073455729525,short
38.0,4.9,stormy,low,1,drinks,scooter,1.0,no,metropolitian,23,0,15.0,night,13.63127120906983,long
21.0,4.7,cloudy,low,0,drinks,motorcycle,0.0,no,urban,15,0,15.0,morning,2.9795405223586338,short
26.0,5.0,fog,low,2,meal,motorcycle,0.0,no,metropolitian,29,0,5.0,,17.16592025387135,very_long
38.0,4.7,sunny,low,2,drinks,scooter,1.0,no,metropolitian,19,1,15.0,morning,1.532022774064172,short
37.0,4.0,stormy,jam,0,buffet,motorcycle,3.0,no,semi-urban,49,0,15.0,evening,,
,,windy,medium,0,drinks,motorcycle,1.0,no,metropolitian,43,0,,,19.915731481294102,very_long
27.0,4.5,sunny,low,0,drinks,motorcycle,1.0,no,metropolitian,21,1,15.0,night,20.253459166411545,very_long
29.0,4.2,sunny,jam,0,snack,motorcycle,2.0,no,metropolitian,54,0,5.0,night,4.5279170129511765,short
21.0,4.5,sunny,jam,1,meal,scooter,1.0,no,metropolitian,18,1,10.0,evening,13.610807781529353,long
35.0,4.7,fog,high,0,drinks,motorcycle,1.0,no,metropolitian,34,0,15.0,morning,6.232180611484166,medium
22.0,4.7,stormy,low,0,meal,motorcycle,1.0,no,urban,23,0,15.0,night,20.96825171119979,very_long
32.0,4.1,windy,jam,0,buffet,motorcycle,0.0,no,urban,39,0,5.0,night,12.099896960230076,long
29.0,4.8,windy,medium,1,snack,scooter,1.0,no,metropolitian,27,0,15.0,afternoon,4.537516076226438,short
26.0,4.9,fog,medium,2,meal,electric_scooter,1.0,no,urban,16,0,15.0,afternoon,7.790439155314363,medium
24.0,4.8,fog,medium,0,snack,motorcycle,0.0,yes,urban,44,0,10.0,evening,12.256076445468295,long
35.0,4.8,sandstorms,jam,1,drinks,motorcycle,1.0,no,urban,25,0,10.0,evening,7.761284984440735,medium
37.0,4.7,sandstorms,jam,0,snack,motorcycle,1.0,no,metropolitian,30,0,15.0,evening,7.761780026108867,medium
23.0,5.0,cloudy,medium,1,drinks,scooter,1.0,no,urban,37,0,5.0,evening,,
39.0,4.6,fog,low,1,drinks,scooter,1.0,no,metropolitian,18,1,15.0,night,7.772282029629311,medium
38.0,5.0,sunny,medium,1,meal,motorcycle,1.0,no,metropolitian,26,0,15.0,evening,19.976746466954737,very_long
28.0,4.8,windy,jam,1,buffet,motorcycle,0.0,no,metropolitian,18,0,5.0,evening,4.596576884051942,short
39.0,3.1,sunny,low,0,snack,motorcycle,0.0,no,,31,0,5.0,night,20.177913041348635,very_long
28.0,4.8,sunny,jam,2,drinks,scooter,0.0,no,metropolitian,14,0,10.0,evening,17.138022132927368,very_long
38.0,4.7,stormy,low,1,drinks,motorcycle,1.0,no,urban,26,0,5.0,night,7.44864451602914,medium
26.0,4.9,stormy,low,0,meal,motorcycle,1.0,no,metropolitian,19,0,10.0,night,,
23.0,4.6,cloudy,medium,1,snack,scooter,1.0,no,metropolitian,32,1,15.0,evening,12.421212735966003,long
24.0,4.9,windy,jam,1,buffet,motorcycle,1.0,no,metropolitian,23,1,10.0,evening,10.756185975480651,long
35.0,4.9,sunny,jam,1,snack,motorcycle,1.0,no,metropolitian,19,1,15.0,evening,12.293207925868511,long
26.0,4.8,stormy,high,0,buffet,motorcycle,1.0,no,urban,37,0,10.0,morning,1.510191606711225,short
34.0,4.9,sandstorms,medium,1,snack,motorcycle,1.0,no,metropolitian,22,1,10.0,afternoon,16.63495545420892,very_long
36.0,4.4,cloudy,jam,1,meal,motorcycle,2.0,yes,metropolitian,45,1,5.0,night,19.659160370978903,very_long
27.0,4.7,fog,jam,0,drinks,motorcycle,0.0,no,metropolitian,26,0,5.0,night,9.05610943030204,medium
23.0,4.6,sunny,jam,1,snack,scooter,1.0,no,metropolitian,17,1,10.0,evening,16.113171400944374,very_long
33.0,4.9,fog,medium,2,buffet,motorcycle,1.0,no,urban,33,1,10.0,evening,16.72059667667709,very_long
33.0,4.6,fog,medium,1,drinks,motorcycle,0.0,no,urban,18,1,15.0,afternoon,6.232321450753526,medium
35.0,4.7,sunny,medium,1,buffet,scooter,1.0,no,metropolitian,26,1,5.0,evening,19.618645096414927,very_long
39.0,4.9,fog,medium,2,drinks,scooter,0.0,no,metropolitian,15,0,10.0,afternoon,,
38.0,4.3,sunny,jam,2,snack,scooter,0.0,no,metropolitian,31,0,15.0,evening,17.078028601490022,very_long
27.0,4.9,windy,low,2,meal,motorcycle,0.0,no,metropolitian,18,1,10.0,night,4.610613705052655,short
24.0,5.0,cloudy,medium,2,buffet,scooter,1.0,no,metropolitian,14,0,15.0,afternoon,7.683892680377775,medium
30.0,3.8,sandstorms,jam,1,drinks,scooter,0.0,no,metropolitian,44,1,15.0,night,20.20658151050797,very_long
36.0,4.8,fog,low,1,drinks,scooter,0.0,no,urban,30,0,10.0,night,16.6594405791231,very_long
36.0,4.8,sandstorms,jam,0,drinks,motorcycle,3.0,yes,metropolitian,49,0,5.0,night,10.757014337994882,long
27.0,4.9,sandstorms,medium,2,drinks,scooter,1.0,no,metropolitian,23,0,10.0,evening,7.448298968601334,medium
32.0,4.4,windy,medium,2,buffet,scooter,1.0,no,metropolitian,37,0,5.0,evening,19.88701283582688,very_long
38.0,4.9,windy,low,2,snack,scooter,0.0,no,metropolitian,27,0,10.0,night,7.66031691183285,medium
25.0,4.5,stormy,high,1,buffet,motorcycle,1.0,no,metropolitian,24,1,15.0,morning,1.4898458841183333,short
35.0,4.9,sunny,jam,1,buffet,scooter,1.0,no,urban,24,0,15.0,night,7.601304456856061,medium
35.0,4.9,stormy,jam,1,buffet,scooter,1.0,no,metropolitian,29,0,15.0,evening,9.313017158714828,medium
33.0,4.7,fog,high,0,snack,motorcycle,0.0,no,metropolitian,34,0,15.0,afternoon,6.050033592458703,medium
33.0,5.0,sunny,low,2,meal,scooter,1.0,no,urban,16,0,5.0,morning,3.040541510002792,short
39.0,4.8,sandstorms,jam,0,buffet,motorcycle,1.0,no,metropolitian,36,0,10.0,night,7.600990561376191,medium
31.0,4.9,fog,low,0,meal,motorcycle,1.0,no,metropolitian,25,1,10.0,morning,3.02508632954624,short
21.0,4.8,windy,jam,1,drinks,motorcycle,0.0,no,metropolitian,16,1,10.0,evening,12.463888116757747,long
,,,,3,snack,electric_scooter,1.0,no,metropolitian,39,0,,,17.07649014379466,very_long
29.0,4.2,sunny,jam,0,drinks,motorcycle,2.0,no,metropolitian,47,1,5.0,evening,7.683765443180287,medium
26.0,4.9,sandstorms,low,1,buffet,motorcycle,0.0,no,metropolitian,11,0,10.0,night,9.055898607912091,medium
36.0,4.7,sunny,low,0,meal,motorcycle,1.0,no,urban,25,0,15.0,morning,1.5366213355982792,short
26.0,4.7,sandstorms,low,0,meal,motorcycle,1.0,no,metropolitian,18,0,15.0,,13.62208523449083,long
23.0,4.0,cloudy,medium,2,meal,electric_scooter,1.0,no,metropolitian,31,0,10.0,evening,13.583143866695131,long
26.0,4.8,sandstorms,medium,0,meal,motorcycle,1.0,no,metropolitian,22,0,10.0,afternoon,10.868244074540836,long
25.0,4.9,windy,jam,2,drinks,motorcycle,1.0,no,metropolitian,26,0,5.0,evening,19.65875217196504,very_long
39.0,4.5,cloudy,jam,1,buffet,scooter,1.0,no,metropolitian,28,1,15.0,evening,9.348448896833318,medium
26.0,4.6,windy,low,0,buffet,motorcycle,1.0,no,metropolitian,24,0,5.0,night,,
21.0,4.5,sunny,jam,0,drinks,motorcycle,1.0,no,urban,20,1,15.0,evening,19.61916749330441,very_long
33.0,4.1,windy,low,0,buffet,motorcycle,0.0,no,metropolitian,23,0,10.0,morning,3.0735433636637475,short
35.0,4.9,sunny,medium,0,buffet,motorcycle,0.0,no,metropolitian,33,0,10.0,evening,16.852688970823085,very_long
27.0,4.8,fog,low,1,buffet,motorcycle,1.0,no,metropolitian,22,0,15.0,night,19.688324335752394,very_long
33.0,4.8,fog,low,1,meal,motorcycle,0.0,no,metropolitian,26,0,5.0,night,20.28614407421586,very_long
24.0,4.6,cloudy,low,1,buffet,motorcycle,0.0,no,metropolitian,14,0,15.0,night,4.674393132741051,short
37.0,5.0,sandstorms,low,0,buffet,motorcycle,1.0,no,metropolitian,24,0,15.0,night,12.161131350318817,long
30.0,4.7,sunny,high,1,meal,motorcycle,0.0,no,urban,15,0,15.0,morning,1.5526496306637072,short
20.0,4.5,cloudy,medium,0,snack,motorcycle,1.0,no,metropolitian,23,0,5.0,afternoon,6.210618493121404,medium
32.0,4.5,windy,medium,2,buffet,motorcycle,0.0,no,metropolitian,25,1,15.0,afternoon,6.080891507842322,medium
21.0,4.7,fog,jam,2,drinks,scooter,1.0,no,urban,31,0,10.0,night,4.470286489434607,short
28.0,4.6,stormy,low,0,drinks,motorcycle,0.0,no,urban,24,0,15.0,night,13.973947080769712,long
27.0,3.3,sunny,low,2,meal,electric_scooter,1.0,no,metropolitian,39,0,15.0,night,20.070963243244915,very_long
27.0,4.6,sunny,medium,2,meal,scooter,1.0,no,metropolitian,17,0,15.0,evening,13.680927409309072,long
20.0,4.7,windy,jam,0,buffet,motorcycle,0.0,no,metropolitian,18,0,15.0,evening,9.31544163550089,medium
28.0,4.4,sandstorms,low,0,meal,motorcycle,1.0,no,urban,15,1,10.0,morning,3.029537387569692,short
38.0,4.9,sunny,medium,1,drinks,motorcycle,1.0,no,metropolitian,17,0,10.0,evening,10.90598905626876,long
24.0,4.5,fog,jam,1,drinks,motorcycle,1.0,no,metropolitian,25,0,15.0,evening,4.579042936877916,short
27.0,4.8,stormy,medium,2,buffet,scooter,0.0,no,metropolitian,25,0,5.0,afternoon,16.384334344092046,very_long
20.0,4.9,stormy,high,1,buffet,motorcycle,0.0,no,metropolitian,14,0,5.0,morning,6.050486021641428,medium
35.0,4.5,windy,low,0,meal,motorcycle,0.0,no,metropolitian,23,1,15.0,night,7.460830127736633,medium
34.0,5.0,stormy,low,2,snack,electric_scooter,1.0,no,metropolitian,20,1,15.0,night,20.85333460818602,very_long
33.0,5.0,fog,high,0,snack,motorcycle,1.0,no,,31,1,15.0,morning,3.058551495341316,short
31.0,4.4,windy,jam,0,buffet,motorcycle,1.0,no,metropolitian,38,1,10.0,evening,16.819856608097247,very_long
32.0,4.3,windy,jam,1,meal,scooter,1.0,no,urban,32,0,10.0,evening,4.561113588992224,short
,,,,3,drinks,scooter,0.0,no,metropolitian,33,0,,,4.657597469270872,short
29.0,4.7,sunny,low,2,snack,motorcycle,0.0,no,urban,17,1,15.0,morning,1.5545511732988062,short
32.0,4.6,sunny,jam,2,meal,motorcycle,1.0,no,metropolitian,29,0,10.0,evening,11.983656938071034,long
26.0,4.6,sunny,jam,1,snack,scooter,1.0,no,urban,14,0,5.0,night,9.178296996538572,medium
24.0,4.0,cloudy,high,1,buffet,motorcycle,1.0,no,metropolitian,32,0,5.0,afternoon,6.146764727341459,medium
23.0,4.1,windy,jam,0,buffet,motorcycle,1.0,no,urban,34,0,5.0,night,,
27.0,5.0,fog,medium,2,drinks,scooter,1.0,no,metropolitian,25,0,15.0,evening,13.631343698142908,long
32.0,4.7,fog,jam,1,drinks,motorcycle,1.0,no,metropolitian,27,1,5.0,night,4.595940524023754,short
27.0,4.4,sandstorms,jam,0,snack,motorcycle,1.0,no,metropolitian,37,1,10.0,evening,12.23475004893086,long
28.0,4.4,fog,jam,2,drinks,electric_scooter,1.0,no,metropolitian,34,0,10.0,night,9.175193844437826,medium
34.0,4.3,sandstorms,jam,2,buffet,scooter,1.0,no,metropolitian,40,0,15.0,night,20.181059137197774,very_long
23.0,4.3,fog,medium,2,snack,motorcycle,0.0,no,metropolitian,31,0,15.0,afternoon,10.709003371535417,long
29.0,4.9,sandstorms,medium,0,meal,motorcycle,1.0,no,metropolitian,16,1,15.0,evening,9.12210553959038,medium
35.0,4.6,cloudy,low,0,drinks,motorcycle,1.0,no,metropolitian,28,1,5.0,morning,3.025656084205931,short
26.0,5.0,cloudy,jam,2,snack,scooter,1.0,no,urban,24,0,10.0,evening,,
28.0,4.6,windy,medium,1,drinks,scooter,0.0,no,metropolitian,26,0,15.0,afternoon,4.528236597449021,short
37.0,5.0,cloudy,low,2,drinks,scooter,0.0,no,urban,19,0,5.0,morning,,
23.0,4.9,cloudy,jam,0,drinks,motorcycle,1.0,no,urban,39,1,15.0,evening,12.099251698246317,long
34.0,4.6,sandstorms,low,1,buffet,motorcycle,1.0,no,metropolitian,18,1,5.0,night,10.594159660086516,long
,,sandstorms,jam,2,drinks,scooter,1.0,no,metropolitian,25,0,,,13.789707457540985,long
38.0,5.0,fog,medium,1,meal,motorcycle,0.0,no,urban,18,1,5.0,afternoon,,
35.0,4.8,fog,low,1,snack,motorcycle,1.0,no,metropolitian,17,1,5.0,morning,,
25.0,4.6,sandstorms,low,2,meal,scooter,0.0,no,metropolitian,18,1,5.0,morning,3.0644638558352577,short
37.0,4.9,windy,low,1,drinks,scooter,1.0,no,metropolitian,26,0,10.0,,7.601308045983357,medium
25.0,5.0,cloudy,jam,0,drinks,motorcycle,1.0,no,metropolitian,37,1,10.0,evening,19.97292994794248,very_long
22.0,5.0,sunny,low,2,drinks,scooter,1.0,no,metropolitian,24,0,15.0,morning,3.073677586371296,short
34.0,4.9,sunny,medium,1,meal,motorcycle,1.0,no,metropolitian,24,1,15.0,afternoon,7.601614738321588,medium
28.0,4.8,fog,medium,0,meal,motorcycle,1.0,yes,metropolitian,43,0,15.0,evening,12.25768788680288,long
22.0,4.8,sandstorms,jam,0,drinks,motorcycle,1.0,no,urban,30,0,5.0,night,,
32.0,4.9,windy,medium,1,buffet,scooter,1.0,no,metropolitian,22,0,5.0,afternoon,10.594021701600404,long
23.0,5.0,windy,high,0,meal,motorcycle,1.0,no,metropolitian,29,0,5.0,morning,1.5147453171152914,short
33.0,4.6,sandstorms,jam,1,drinks,motorcycle,1.0,no,metropolitian,26,0,5.0,night,19.76079800702991,very_long
32.0,4.5,fog,low,2,drinks,electric_scooter,1.0,no,metropolitian,29,0,5.0,night,17.078934089494954,very_long
35.0,4.5,fog,low,1,drinks,motorcycle,1.0,no,urban,17,0,5.0,morning,1.4897768153112216,short
29.0,4.8,cloudy,jam,1,meal,motorcycle,1.0,no,metropolitian,38,0,15.0,evening,12.209907712718548,long
37.0,4.7,fog,low,0,snack,motorcycle,1.0,no,metropolitian,41,1,15.0,night,16.72141633133003,very_long
30.0,4.8,sandstorms,medium,1,drinks,motorcycle,1.0,no,metropolitian,25,0,5.0,afternoon,5.958963420481106,medium
22.0,5.0,stormy,jam,2,buffet,scooter,1.0,no,metropolitian,24,0,5.0,evening,13.58308621493501,long
24.0,4.7,cloudy,jam,0,buffet,motorcycle,1.0,no,,29,0,10.0,night,7.763180727989777,medium
35.0,4.7,fog,medium,0,snack,motorcycle,2.0,no,urban,33,1,5.0,evening,9.055898607912091,medium
30.0,4.7,cloudy,low,2,buffet,motorcycle,0.0,no,urban,19,0,15.0,night,4.657654937060173,short
35.0,4.7,cloudy,low,0,meal,motorcycle,1.0,no,urban,23,1,10.0,night,9.157702644261324,medium
29.0,4.7,sandstorms,jam,0,snack,motorcycle,1.0,no,metropolitian,17,1,15.0,night,9.326603239772547,medium
20.0,4.7,fog,jam,0,buffet,motorcycle,1.0,no,metropolitian,38,1,15.0,night,10.906036622245484,long
27.0,4.8,fog,low,2,drinks,motorcycle,,no,metropolitian,12,1,5.0,morning,3.104782360921429,short
20.0,4.9,stormy,jam,2,meal,motorcycle,0.0,no,metropolitian,14,0,10.0,evening,8.937880155829204,medium
28.0,4.9,windy,jam,2,buffet,electric_scooter,1.0,no,urban,15,0,10.0,evening,17.074786485938343,very_long
,,fog,high,1,snack,scooter,1.0,no,metropolitian,24,1,,,6.080949025950904,medium
22.0,4.2,stormy,jam,0,drinks,motorcycle,1.0,no,metropolitian,35,0,15.0,evening,7.772241719523235,medium
23.0,4.5,sandstorms,low,2,drinks,motorcycle,1.0,no,urban,15,1,15.0,night,4.5607604314529,short
